BEGIN_VERTICES
<Acrelândia, -10.0764608, -67.0586512, 0.0>
<Manicoré, -5.8049963, -61.28999349999999, 0.0>
<Maraã, -1.824441, -65.35862, 0.0>
<Maués, -3.3932592, -57.7072186, 0.0>
<Nhamundá, -2.1920036, -56.7161619, 0.0>
<Novaolindadonorte, -3.756785, -59.04833999999999, 0.0>
<Novoairão, -2.6367335, -60.94391049999999, 0.0>
<Novoaripuanã, -5.126304699999999, -60.37368369999999, 0.0>
<Parintins, -2.6377762, -56.7295262, 0.0>
<Pauini, -7.713489300000001, -66.99258139999999, 0.0>
<Presidentefigueiredo, -2.0301726, -60.023881, 0.0>
<Riopretodaeva, -2.6986264, -59.7002794, 0.0>
<Santaisabeldorionegro, -0.4111743, -65.0097328, 0.0>
<Santoantôniodoiçá, -3.0958045, -67.9468217, 0.0>
<Sãogabrieldacachoeira, -0.1194389, -67.08458, 0.0>
<Sãopaulodeolivença, -3.4732814, -68.96512849999999, 0.0>
<Sãosebastiãodouatumã, -2.5595103, -57.8735373, 0.0>
<Tabatinga, -4.2314555, -69.9369359, 0.0>
<Tapauá, -5.6250293, -63.18902509999999, 0.0>
<Tefé, -3.3685833, -64.7198703, 0.0>
<Tonantins, -2.8661856, -67.79244589999999, 0.0>
<Uarini, -2.9822367, -65.1592576, 0.0>
<Urucará, -2.5297272, -57.7542845, 0.0>
<Urucurituba, -2.684425, -57.669109, 0.0>
<Abaíra, -13.249276, -41.662249, 0.0>
<Abaré, -8.7211515, -39.1165305, 0.0>
<Acajutiba, -11.6651593, -38.0193982, 0.0>
<Adustina, -10.5441219, -38.1116106, 0.0>
<Águafria, -11.8622765, -38.7642159, 0.0>
<Aiquara, -14.1273724, -39.89401910000001, 0.0>
<Alagoinhas, -12.1339689, -38.4211223, 0.0>
<Almadina, -14.7093276, -39.64185579999999, 0.0>
<Amargosa, -13.0297318, -39.60207, 0.0>
<Améliarodrigues, -12.3961612, -38.758604, 0.0>
<Américadourada, -11.4537072, -41.4370659, 0.0>
<Anagé, -14.6160298, -41.1369089, 0.0>
<Andorinha, -10.3486426, -39.83950249999999, 0.0>
<Angical, -12.0067465, -44.7006753, 0.0>
<Anguera, -12.152407, -39.2447594, 0.0>
<Antôniocardoso, -12.4339371, -39.1179118, 0.0>
<Antôniogonçalves, -10.5771157, -40.2788535, 0.0>
<Aporá, -11.6581479, -38.0817647, 0.0>
<Apuarema, -13.8546938, -39.7505124, 0.0>
<Araças, -12.2204818, -38.2030065, 0.0>
<Aracatu, -14.4285591, -41.4655165, 0.0>
<Aramari, -12.0888415, -38.4972879, 0.0>
<Arataca, -15.2655616, -39.41938080000001, 0.0>
<Aratuípe, -13.0778084, -39.0008943, 0.0>
<Aurelinoleal, -14.3214105, -39.3293965, 0.0>
<Baianópolis, -12.3045562, -44.5373392, 0.0>
<Baixagrande, -11.9600827, -40.1679247, 0.0>
<Banzaê, -10.5829269, -38.612443, 0.0>
<Barradaestiva, -13.6241479, -41.3350748, 0.0>
<Barradochoça, -14.865949, -40.5778537, 0.0>
<Barradomendes, -11.8079609, -42.05779099999999, 0.0>
<Barradorocha, -14.206624, -39.6032544, 0.0>
<Barreiras, -12.1477483, -44.9953475, 0.0>
<Belmonte, -15.8612314, -38.8798207, 0.0>
<Belocampo, -15.0338201, -41.2655515, 0.0>
<Biritinga, -11.622673, -38.8066817, 0.0>
<Boanova, -14.3655932, -40.2075859, 0.0>
<Boavistadotupim, -12.6595387, -40.6050481, 0.0>
<Bomjesusdalapa, -13.2521231, -43.41723030000001, 0.0>
<Bomjesusdaserra, -14.366767, -40.5129279, 0.0>
<Boninal, -12.7073292, -41.8289846, 0.0>
<Boquira, -12.8209776, -42.7327424, 0.0>
<Botuporã, -13.3776805, -42.5166884, 0.0>
<Brejões, -13.0993501, -39.7935658, 0.0>
<Brejolândia, -12.483713, -43.9614331, 0.0>
<Brotasdemacaúbas, -12.0020365, -42.6258177, 0.0>
<Brumado, -14.2025791, -41.6699736, 0.0>
<Buerarema, -14.9599578, -39.3032113, 0.0>
<Buritirama, -10.7172177, -43.6312012, 0.0>
<Caatiba, -14.9703131, -40.409528, 0.0>
<Cabaceirasdoparaguaçu, -12.5321387, -39.1905886, 0.0>
<Cachoeira, -12.6010371, -38.965934, 0.0>
<Caculé, -14.4974525, -42.22364770000001, 0.0>
<Caém, -11.0681259, -40.4324054, 0.0>
<Caetanos, -14.3351992, -40.9178813, 0.0>
<Caetité, -14.0648657, -42.48588669999999, 0.0>
<Caldeirãogrande, -11.0212308, -40.2959422, 0.0>
<Camacan, -15.4201038, -39.49640369999999, 0.0>
<Camaçari, -12.6971776, -38.3331983, 0.0>
<Camamu, -13.9439676, -39.10502049999999, 0.0>
<Campoalegredelourdes, -9.5185971, -43.0121687, 0.0>
<Campoformoso, -10.5077925, -40.3230885, 0.0>
<Canarana, -11.6862665, -41.7680836, 0.0>
<Canavieiras, -15.6773461, -38.9451874, 0.0>
<Candeal, -11.8052907, -39.120633, 0.0>
<Candeias, -12.6720125, -38.5475041, 0.0>
<Candiba, -14.4101895, -42.86708609999999, 0.0>
<Cândidosales, -15.5053528, -41.2352522, 0.0>
<Cansanção, -10.6678189, -39.4964517, 0.0>
<Canudos, -9.896212499999999, -39.028593, 0.0>
<Capeladoaltoalegre, -11.668482, -39.8367966, 0.0>
<Capimgrosso, -11.3801768, -40.0068953, 0.0>
<Caraíbas, -14.7181331, -41.260715, 0.0>
<Caravelas, -17.7337667, -39.2652781, 0.0>
<Cardealdasilva, -11.9476332, -37.9472508, 0.0>
<Carinhanha, -14.3024774, -43.76801, 0.0>
<Casanova, -9.1756049, -40.973453, 0.0>
<Castroalves, -12.7630815, -39.4297707, 0.0>
<Catolândia, -12.3104482, -44.86521310000001, 0.0>
<Caturama, -13.3298902, -42.2909391, 0.0>
<Cipó, -11.1036075, -38.5182918, 0.0>
<Coaraci, -14.6374543, -39.555973, 0.0>
<Cocos, -14.1818073, -44.5356256, 0.0>
<Conceiçãodafeira, -12.5082797, -38.9981789, 0.0>
<Conceiçãodoalmeida, -12.7688873, -39.1671587, 0.0>
<Conceiçãodocoité, -11.5603908, -39.2811841, 0.0>
<Conceiçãodojacuípe, -12.3305286, -38.7670993, 0.0>
<Condeúba, -14.9026831, -41.9722144, 0.0>
<Contendasdosincorá, -13.7541402, -41.0483285, 0.0>
<Coraçãodemaria, -12.2479074, -38.7483106, 0.0>
<Cordeiros, -15.0393308, -41.9339708, 0.0>
<Coribe, -13.8236612, -44.4589973, 0.0>
<Coroneljoãosá, -10.2862492, -37.9251814, 0.0>
<Correntina, -13.3425543, -44.6357226, 0.0>
<Cotegipe, -12.0231953, -44.2569588, 0.0>
<Cravolândia, -13.3590601, -39.8153629, 0.0>
<Crisópolis, -11.5128084, -38.1490183, 0.0>
<Cristópolis, -12.2253343, -44.4217594, 0.0>
<Cruzdasalmas, -12.6735557, -39.1016848, 0.0>
<Curaçá, -8.9916568, -39.905835, 0.0>
<Dáriomeira, -14.4335694, -39.9036939, 0.0>
<Diasd`ávila, -12.6191964, -38.2929948, 0.0>
<Dombasílio, -13.7569481, -41.7680447, 0.0>
<Dommacedocosta, -12.9048752, -39.19467179999999, 0.0>
<Elísiomedrado, -12.9466133, -39.5233396, 0.0>
<Encruzilhada, -15.5306298, -40.91280940000001, 0.0>
<Éricocardoso, -13.4219134, -42.1355843, 0.0>
<Esplanada, -11.7956851, -37.9447996, 0.0>
<Euclidesdacunha, -10.5087813, -39.0138034, 0.0>
<Eunápolis, -16.3719674, -39.5824893, 0.0>
<Feiradamata, -14.2048529, -44.2748275, 0.0>
<Feiradesantana, -12.2597272, -38.9646608, 0.0>
<Firminoalves, -14.9827939, -39.92722680000001, 0.0>
<Florestaazul, -14.8633936, -39.6582422, 0.0>
<Formosadoriopreto, -11.041162, -45.190695, 0.0>
<Gandu, -13.7440757, -39.484901, 0.0>
<Gentiodoouro, -11.4346658, -42.5080365, 0.0>
<Gongogi, -14.32554, -39.4671619, 0.0>
<Governadorlomantojúnior, -14.8101812, -39.47175319999999, 0.0>
<Governadormangabeira, -12.600106, -39.0413807, 0.0>
<Guajeru, -14.5471339, -41.9384485, 0.0>
<Guanambi, -14.2193381, -42.7796907, 0.0>
<Guaratinga, -16.5857515, -39.7843744, 0.0>
<Iaçu, -12.7670819, -40.2059758, 0.0>
<Ibiassucê, -14.2716549, -42.2572725, 0.0>
<Ibicaraí, -14.8583367, -39.5917987, 0.0>
<Ibicuí, -14.8433209, -39.9859037, 0.0>
<Ibipeba, -11.6435263, -42.010549, 0.0>
<Ibipitanga, -12.8808774, -42.4859544, 0.0>
<Ibiquera, -12.644797, -40.93414689999999, 0.0>
<Ibirapitanga, -14.1653534, -39.3790986, 0.0>
<Ibirapuã, -17.6882538, -40.11183200000001, 0.0>
<Ibirataia, -14.0647704, -39.6462988, 0.0>
<Ibitiara, -12.6515435, -42.21595740000001, 0.0>
<Ibititá, -11.5469285, -41.9762653, 0.0>
<Ibotirama, -12.178205, -43.2180949, 0.0>
<Ichu, -11.7435042, -39.1908795, 0.0>
<Igaporã, -13.7744727, -42.7158977, 0.0>
<Igrapiúna, -13.8299966, -39.136488, 0.0>
<Iguaí, -14.7532122, -40.0897858, 0.0>
<Ilhéus, -14.7935051, -39.0463797, 0.0>
<Inhambupe, -11.7910581, -38.35625539999999, 0.0>
<Ipecaetá, -12.3158272, -39.3069709, 0.0>
<Ipiaú, -14.1349424, -39.7385835, 0.0>
<Ipirá, -12.1580127, -39.7366309, 0.0>
<Ipupiara, -11.82035, -42.6100253, 0.0>
<Irajuba, -13.2567793, -40.0851864, 0.0>
<Iramaia, -13.2906333, -40.959845, 0.0>
<Irará, -12.0459549, -38.7659919, 0.0>
<Irecê, -11.303555, -41.8561503, 0.0>
<Itabela, -16.5766593, -39.5580624, 0.0>
<Itabuna, -14.7880327, -39.2784178, 0.0>
<Itacaré, -14.2790944, -38.9946254, 0.0>
<Itaeté, -12.9835662, -40.9681136, 0.0>
<Itagi, -14.1619544, -40.0134792, 0.0>
<Itagibá, -14.2882834, -39.84525680000001, 0.0>
<Itagimirim, -16.0823865, -39.613684, 0.0>
<Itaguaçudabahia, -11.0151021, -42.400054, 0.0>
<Itajudocolônia, -15.1442259, -39.7236003, 0.0>
<Itajuípe, -14.6756932, -39.3724917, 0.0>
<Itamaraju, -17.0388822, -39.52968480000001, 0.0>
<Itamari, -13.7786444, -39.6833227, 0.0>
<Itanagra, -12.2618793, -38.0439421, 0.0>
<Itanhém, -17.16468, -40.3325144, 0.0>
<Itaparica, -12.8889337, -38.6796352, 0.0>
<Itapebi, -15.9692512, -39.53212389999999, 0.0>
<Itapicuru, -11.3092733, -38.2265765, 0.0>
<Itapitanga, -14.4143888, -39.5660177, 0.0>
<Itaquara, -13.4463398, -39.9381324, 0.0>
<Itarantim, -15.653283, -40.0653302, 0.0>
<Itatim, -12.707953, -39.6966624, 0.0>
<Itiruçu, -13.5294931, -40.1475534, 0.0>
<Itiúba, -10.6902297, -39.8556824, 0.0>
<Itororó, -15.118465, -40.0660682, 0.0>
<Ituaçu, -13.8111012, -41.3006618, 0.0>
<Ituberá, -13.7360329, -39.1465637, 0.0>
<Iuiú, -14.4114905, -43.5524954, 0.0>
<Jaborandi, -13.607526, -44.4259407, 0.0>
<Jacaraci, -14.854545, -42.4332672, 0.0>
<Jacobina, -11.1816506, -40.5120603, 0.0>
<Jaguaquara, -13.5281974, -39.9695429, 0.0>
<Jaguarari, -10.257993, -40.1945298, 0.0>
<Jaguaripe, -13.1130811, -38.8960733, 0.0>
<Jandaíra, -11.5620536, -37.7856179, 0.0>
<Jequié, -13.8590592, -40.0837763, 0.0>
<Jeremoabo, -10.0689082, -38.3474442, 0.0>
<Jiquiriçá, -13.2625501, -39.574012, 0.0>
<Jitaúna, -14.0135386, -39.897258, 0.0>
<Joãodourado, -11.3490753, -41.6551762, 0.0>
<Juazeiro, -9.4278966, -40.5058152, 0.0>
<Jucuruçu, -16.8492233, -40.1644473, 0.0>
<Jussara, -11.0435149, -41.9706145, 0.0>
<Jussari, -15.1880343, -39.4941705, 0.0>
<Jussiape, -13.5159618, -41.5885888, 0.0>
<Lafaietecoutinho, -13.6566183, -40.2129046, 0.0>
<Lagoareal, -14.0349869, -42.1426758, 0.0>
<Laje, -13.1677757, -39.4216245, 0.0>
<Lajedão, -17.6096406, -40.3452015, 0.0>
<Lajedinho, -12.3533301, -40.9051242, 0.0>
<Lajedodotabocal, -13.4754503, -40.2242567, 0.0>
<Lamarão, -11.7734528, -38.8873629, 0.0>
<Lapão, -11.3825748, -41.8292527, 0.0>
<Laurodefreitas, -12.8820575, -38.3148204, 0.0>
<Lençóis, -12.5617279, -41.3898761, 0.0>
<Licíniodealmeida, -14.6825243, -42.5050773, 0.0>
<Livramentodenossasenhora, -13.6421285, -41.84116, 0.0>
<Macajuba, -12.1405458, -40.3607576, 0.0>
<Macarani, -15.5650258, -40.4212612, 0.0>
<Macaúbas, -13.017313, -42.6870565, 0.0>
<Madrededeus, -12.7439601, -38.6168111, 0.0>
<Maetinga, -14.6627903, -41.4918408, 0.0>
<Maiquinique, -15.6244485, -40.2590938, 0.0>
<Mairi, -11.7147456, -40.1495289, 0.0>
<Malhada, -14.3375835, -43.7690335, 0.0>
<Malhadadepedras, -14.3851259, -41.8846037, 0.0>
<Manoelvitorino, -14.148071, -40.2402642, 0.0>
<Mansidão, -10.7203864, -44.0363793, 0.0>
<Maragogipe, -12.7772947, -38.92112729999999, 0.0>
<Maraú, -14.1039544, -39.0153007, 0.0>
<Marcioníliosouza, -13.0043157, -40.5318313, 0.0>
<Mascote, -15.5660341, -39.3033171, 0.0>
<Matadesãojoão, -12.5311228, -38.3012471, 0.0>
<Miguelcalmon, -11.4303262, -40.60345239999999, 0.0>
<Mirangaba, -10.9544783, -40.5760289, 0.0>
<Mirante, -14.2389228, -40.7721729, 0.0>
<Morpará, -11.5573246, -43.276957, 0.0>
<Morrodochapéu, -11.5493448, -41.1561278, 0.0>
<Mucugê, -13.0088285, -41.3711799, 0.0>
<Mucuri, -18.0833977, -39.5499731, 0.0>
<Mulungudomorro, -11.9652135, -41.6377299, 0.0>
<Mundonovo, -11.8545183, -40.4717578, 0.0>
<Munizferreira, -13.009675, -39.1096045, 0.0>
<Muquémdesãofrancisco, -12.0642639, -43.549739, 0.0>
<Muritiba, -12.6333466, -38.992408, 0.0>
<Mutuípe, -13.2288403, -39.5047077, 0.0>
<Nilopeçanha, -13.6044441, -39.10946939999999, 0.0>
<Nordestina, -10.8247619, -39.4297427, 0.0>
<Novacanaã, -14.7917003, -40.1461694, 0.0>
<Novafátima, -11.6073003, -39.6322516, 0.0>
<Novaibiá, -13.8124477, -39.6185372, 0.0>
<Novaitarana, -13.0245018, -40.0656329, 0.0>
<Novaredenção, -12.815445, -41.0751593, 0.0>
<Novasoure, -11.2368101, -38.4816265, 0.0>
<Novaviçosa, -17.9008502, -39.371702, 0.0>
<Novotriunfo, -10.3186649, -38.4017219, 0.0>
<Olindina, -11.3618504, -38.3292234, 0.0>
<Oliveiradosbrejinhos, -12.318689, -42.8911807, 0.0>
<Ouriçangas, -12.0179388, -38.6169758, 0.0>
<Ourolândia, -10.9582794, -41.0759478, 0.0>
<Palmasdemontealto, -14.2680121, -43.1612543, 0.0>
<Palmeiras, -12.5063062, -41.5812642, 0.0>
<Paramirim, -13.4392953, -42.2398872, 0.0>
<Paratinga, -12.6866186, -43.1794671, 0.0>
<Paripiranga, -10.6863182, -37.8629046, 0.0>
<Paubrasil, -15.4625471, -39.6530327, 0.0>
<Pauloafonso, -9.406125099999999, -38.2163717, 0.0>
<Pédeserra, -13.68063, -41.076248, 0.0>
<Pedrão, -12.1495827, -38.6490673, 0.0>
<Pedroalexandre, -10.0124332, -37.8935211, 0.0>
<Piatã, -13.1509374, -41.77572139999999, 0.0>
<Pindaí, -14.4925803, -42.68637469999999, 0.0>
<Pindobaçu, -10.7437688, -40.3678375, 0.0>
<Pintadas, -11.8127723, -39.9078934, 0.0>
<Piraídonorte, -13.7594147, -39.3839531, 0.0>
<Piripá, -14.9448357, -41.7172243, 0.0>
<Piritiba, -11.7294518, -40.5550799, 0.0>
<Planaltino, -13.262237, -40.36988789999999, 0.0>
<Poções, -14.5251885, -40.3647775, 0.0>
<Pojuca, -12.4308263, -38.3281873, 0.0>
<Pontonovo, -10.8657319, -40.1315076, 0.0>
<Portoseguro, -16.4443537, -39.0653656, 0.0>
<Potiraguá, -15.5945627, -39.8734102, 0.0>
<Presidentejânioquadros, -14.6882517, -41.6803247, 0.0>
<Presidentetancredoneves, -13.4475146, -39.4206279, 0.0>
<Quijingue, -10.7509511, -39.2140495, 0.0>
<Quixabeira, -11.4100827, -40.1260733, 0.0>
<Rafaeljambeiro, -12.4057004, -39.5010181, 0.0>
<Retirolândia, -11.4940941, -39.4256836, 0.0>
<Riachãodasneves, -11.7511866, -44.9146637, 0.0>
<Riachãodojacuípe, -11.8073632, -39.3809152, 0.0>
<Riachodesantana, -13.6063873, -42.9400663, 0.0>
<Ribeiradoamparo, -11.0404632, -38.4310294, 0.0>
<Ribeiradopombal, -10.8364886, -38.5439651, 0.0>
<Ribeirãodolargo, -15.4512366, -40.7445128, 0.0>
<Riodecontas, -13.585845, -41.8136196, 0.0>
<Riodoantônio, -14.4075968, -42.0724884, 0.0>
<Riodopires, -13.1189742, -42.29055109999999, 0.0>
<Rodelas, -8.8494929, -38.7679022, 0.0>
<Ruybarbosa, -12.2837758, -40.4915946, 0.0>
<Salinasdamargarida, -12.8763261, -38.7583728, 0.0>
<Santacruzcabrália, -16.2825282, -39.0236206, 0.0>
<Santacruzdavitória, -14.964435, -39.8118698, 0.0>
<Santamariadavitória, -13.385508, -44.202014, 0.0>
<Santaritadecássia, -11.0013793, -44.5219787, 0.0>
<Santaluz, -11.2544854, -39.3752039, 0.0>
<Santanópolis, -12.0255867, -38.8656076, 0.0>
<Santoantôniodejesus, -12.9698503, -39.2617368, 0.0>
<Santoestêvão, -12.4284443, -39.2509155, 0.0>
<Sãofelipe, -12.8398859, -39.0896771, 0.0>
<Sãofélix, -12.6052008, -38.9727993, 0.0>
<Sãofélixdocoribe, -13.4023261, -44.1841093, 0.0>
<Sãofranciscodoconde, -12.6187909, -38.6789542, 0.0>
<Sãogonçalodoscampos, -12.4350209, -38.9507919, 0.0>
<Sãojosédavitória, -15.0791275, -39.3440478, 0.0>
<Sãojosédojacuípe, -11.5035611, -40.0243164, 0.0>
<Sãomigueldasmatas, -13.0438348, -39.45820459999999, 0.0>
<Sãosebastiãodopassé, -12.5127094, -38.4908644, 0.0>
<Sapeaçu, -12.72121, -39.1827838, 0.0>
<Sátirodias, -11.5933669, -38.5941731, 0.0>
<Saubara, -12.7391106, -38.7628271, 0.0>
<Seabra, -12.4175067, -41.7692236, 0.0>
<Sebastiãolaranjeiras, -14.5714544, -42.943831, 0.0>
<Senhordobonfim, -10.459783, -40.1868956, 0.0>
<Serradoramalho, -13.5413338, -43.5774778, 0.0>
<Serradourada, -12.7594434, -43.9508324, 0.0>
<Serrapreta, -12.1564809, -39.33084830000001, 0.0>
<Serrolândia, -11.4168323, -40.3001834, 0.0>
<Simõesfilho, -12.7870345, -38.403295, 0.0>
<Sítiodomato, -13.0805912, -43.4693159, 0.0>
